group	target	query	r2_truth	stripped_truth	truth_same	assessment_same
corpus	boxed_isize__uaf	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_isize__uaf	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_isize__uaf	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_isize__uaf	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_isize__uaf	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_isize__uaf	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_isize__uaf	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_isize__uaf	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_isize__uaf	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u128__df	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u128__df	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u128__df	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u128__df	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u128__df	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u128__df	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u128__df	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u128__df	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u128__df	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u128__df	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u128__df	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u128__df	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u128__ml	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u128__ml	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u128__ml	double_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u128__ml	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u128__ml	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u128__ml	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u128__ml	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u128__ml	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u128__ml	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u128__ml	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u128__ml	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u128__ml	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u128__uaf	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u128__uaf	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u128__uaf	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u128__uaf	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u128__uaf	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u128__uaf	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u128__uaf	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u128__uaf	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u128__uaf	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u128__uaf	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u128__uaf	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u128__uaf	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u16__df	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u16__df	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u16__df	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u16__df	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u16__df	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u16__df	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u16__df	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u16__df	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u16__df	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u16__df	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u16__df	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u16__df	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u16__ml	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u16__ml	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u16__ml	double_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u16__ml	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u16__ml	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u16__ml	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u16__ml	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u16__ml	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u16__ml	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u16__ml	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u16__ml	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u16__ml	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u16__uaf	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u16__uaf	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u16__uaf	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u16__uaf	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u16__uaf	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u16__uaf	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u16__uaf	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u16__uaf	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u16__uaf	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u16__uaf	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u16__uaf	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u16__uaf	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u32__df	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u32__df	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u32__df	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u32__df	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u32__df	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u32__df	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u32__df	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u32__df	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u32__df	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u32__df	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u32__df	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u32__df	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u32__ml	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u32__ml	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u32__ml	double_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u32__ml	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u32__ml	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u32__ml	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u32__ml	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u32__ml	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u32__ml	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u32__ml	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u32__ml	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u32__ml	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u32__uaf	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u32__uaf	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u32__uaf	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u32__uaf	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u32__uaf	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u32__uaf	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u32__uaf	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u32__uaf	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u32__uaf	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u32__uaf	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u32__uaf	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u32__uaf	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u64__df	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u64__df	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u64__df	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u64__df	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u64__df	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u64__df	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u64__df	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u64__df	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u64__df	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u64__df	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u64__df	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u64__df	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u64__ml	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u64__ml	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u64__ml	double_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u64__ml	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u64__ml	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u64__ml	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u64__ml	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u64__ml	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u64__ml	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u64__ml	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u64__ml	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u64__ml	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u64__uaf	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u64__uaf	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u64__uaf	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u64__uaf	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u64__uaf	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u64__uaf	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u64__uaf	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u64__uaf	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u64__uaf	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u64__uaf	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u64__uaf	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u64__uaf	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u8__df	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u8__df	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u8__df	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u8__df	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u8__df	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u8__df	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u8__df	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u8__df	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u8__df	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u8__df	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u8__df	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u8__df	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u8__ml	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u8__ml	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u8__ml	double_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u8__ml	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u8__ml	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u8__ml	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u8__ml	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u8__ml	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u8__ml	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u8__ml	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u8__ml	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_u8__ml	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_u8__uaf	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_u8__uaf	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_u8__uaf	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u8__uaf	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u8__uaf	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_u8__uaf	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_u8__uaf	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_u8__uaf	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_u8__uaf	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_u8__uaf	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_u8__uaf	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_u8__uaf	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_usize__df	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_usize__df	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_usize__df	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_usize__df	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_usize__df	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_usize__df	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_usize__df	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_usize__df	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_usize__df	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_usize__df	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_usize__df	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_usize__df	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_usize__ml	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_usize__ml	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_usize__ml	double_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_usize__ml	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_usize__ml	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_usize__ml	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_usize__ml	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_usize__ml	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_usize__ml	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_usize__ml	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_usize__ml	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	boxed_usize__ml	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	boxed_usize__uaf	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	boxed_usize__uaf	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	boxed_usize__uaf	double_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_usize__uaf	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_usize__uaf	leak_alloc.cqpl	unk	unk	True	True
corpus	boxed_usize__uaf	leak_alloc_state.cqpl	unk	unk	True	True
corpus	boxed_usize__uaf	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	boxed_usize__uaf	mir_statement_presence.cqpl	tt	tt	True	True
corpus	boxed_usize__uaf	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	boxed_usize__uaf	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	boxed_usize__uaf	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	boxed_usize__uaf	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	branch_df_mem_leak_ffi	allocator_mismatch_ub.cqpl	unk	unk	True	True
corpus	branch_df_mem_leak_ffi	allocator_mismatch_ub_v2.cqpl	unk	unk	True	True
corpus	branch_df_mem_leak_ffi	double_free_alloc.cqpl	unk	unk	True	True
corpus	branch_df_mem_leak_ffi	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	branch_df_mem_leak_ffi	leak_alloc.cqpl	unk	unk	True	True
corpus	branch_df_mem_leak_ffi	leak_alloc_state.cqpl	unk	unk	True	True
corpus	branch_df_mem_leak_ffi	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	branch_df_mem_leak_ffi	mir_statement_presence.cqpl	tt	tt	True	True
corpus	branch_df_mem_leak_ffi	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	branch_df_mem_leak_ffi	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	branch_df_mem_leak_ffi	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	branch_df_mem_leak_ffi	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	c-callback-rust-closure	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	c-callback-rust-closure	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	c-callback-rust-closure	double_free_alloc.cqpl	ff	ff	True	True
corpus	c-callback-rust-closure	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	c-callback-rust-closure	leak_alloc.cqpl	unk	unk	True	True
corpus	c-callback-rust-closure	leak_alloc_state.cqpl	unk	unk	True	True
corpus	c-callback-rust-closure	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	c-callback-rust-closure	mir_statement_presence.cqpl	tt	tt	True	True
corpus	c-callback-rust-closure	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	c-callback-rust-closure	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	c-callback-rust-closure	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	c-callback-rust-closure	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	c_calloc_leak_ml	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	c_calloc_leak_ml	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	c_calloc_leak_ml	double_free_alloc.cqpl	ff	ff	True	True
corpus	c_calloc_leak_ml	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	c_calloc_leak_ml	leak_alloc.cqpl	unk	unk	True	True
corpus	c_calloc_leak_ml	leak_alloc_state.cqpl	unk	unk	True	True
corpus	c_calloc_leak_ml	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	c_calloc_leak_ml	mir_statement_presence.cqpl	tt	tt	True	True
corpus	c_calloc_leak_ml	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	c_calloc_leak_ml	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	c_calloc_leak_ml	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	c_calloc_leak_ml	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	clean_alloc_read_and_drop	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	clean_alloc_read_and_drop	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	clean_alloc_read_and_drop	double_free_alloc.cqpl	unk	unk	True	True
corpus	clean_alloc_read_and_drop	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	clean_alloc_read_and_drop	leak_alloc.cqpl	unk	unk	True	True
corpus	clean_alloc_read_and_drop	leak_alloc_state.cqpl	unk	unk	True	True
corpus	clean_alloc_read_and_drop	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	clean_alloc_read_and_drop	mir_statement_presence.cqpl	tt	tt	True	True
corpus	clean_alloc_read_and_drop	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	clean_alloc_read_and_drop	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	clean_alloc_read_and_drop	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	clean_alloc_read_and_drop	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	clean_cstring_no_errors_only_rust	allocator_mismatch_ub.cqpl	unk	unk	True	True
corpus	clean_cstring_no_errors_only_rust	allocator_mismatch_ub_v2.cqpl	unk	unk	True	True
corpus	clean_cstring_no_errors_only_rust	double_free_alloc.cqpl	ff	ff	True	True
corpus	clean_cstring_no_errors_only_rust	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	clean_cstring_no_errors_only_rust	leak_alloc.cqpl	unk	unk	True	True
corpus	clean_cstring_no_errors_only_rust	leak_alloc_state.cqpl	unk	unk	True	True
corpus	clean_cstring_no_errors_only_rust	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	clean_cstring_no_errors_only_rust	mir_statement_presence.cqpl	ff	ff	True	True
corpus	clean_cstring_no_errors_only_rust	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	clean_cstring_no_errors_only_rust	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	clean_cstring_no_errors_only_rust	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	clean_cstring_no_errors_only_rust	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	clean_into_from_raw	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	clean_into_from_raw	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	clean_into_from_raw	double_free_alloc.cqpl	ff	ff	True	True
corpus	clean_into_from_raw	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	clean_into_from_raw	leak_alloc.cqpl	unk	unk	True	True
corpus	clean_into_from_raw	leak_alloc_state.cqpl	unk	unk	True	True
corpus	clean_into_from_raw	mir_rvalue_presence.cqpl	tt	tt	True	True
corpus	clean_into_from_raw	mir_statement_presence.cqpl	tt	tt	True	True
corpus	clean_into_from_raw	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	clean_into_from_raw	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	clean_into_from_raw	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	clean_into_from_raw	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	clean_mul_fn_ffi_no_errors	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	clean_mul_fn_ffi_no_errors	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	clean_mul_fn_ffi_no_errors	double_free_alloc.cqpl	ff	ff	True	True
corpus	clean_mul_fn_ffi_no_errors	double_free_alloc_state.cqpl	ff	ff	True	True
corpus	clean_mul_fn_ffi_no_errors	leak_alloc.cqpl	unk	unk	True	True
corpus	clean_mul_fn_ffi_no_errors	leak_alloc_state.cqpl	unk	unk	True	True
corpus	clean_mul_fn_ffi_no_errors	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	clean_mul_fn_ffi_no_errors	mir_statement_presence.cqpl	tt	tt	True	True
corpus	clean_mul_fn_ffi_no_errors	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	clean_mul_fn_ffi_no_errors	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	clean_mul_fn_ffi_no_errors	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	clean_mul_fn_ffi_no_errors	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	double_free_alloc.cqpl	unk	unk	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	leak_alloc.cqpl	unk	unk	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	leak_alloc_state.cqpl	unk	unk	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	mir_statement_presence.cqpl	tt	tt	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	use_after_free_alloc.cqpl	ff	ff	True	True
corpus	clean_struct_point_mem_leak_into_raw_no_errors	use_after_free_alloc_state.cqpl	ff	ff	True	True
corpus	closure_df	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	closure_df	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	closure_df	double_free_alloc.cqpl	unk	unk	True	True
corpus	closure_df	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	closure_df	leak_alloc.cqpl	unk	unk	True	True
corpus	closure_df	leak_alloc_state.cqpl	unk	unk	True	True
corpus	closure_df	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	closure_df	mir_statement_presence.cqpl	tt	tt	True	True
corpus	closure_df	mir_structural_allocator_example.cqpl	ff	ff	True	True
corpus	closure_df	mir_terminator_presence.cqpl	tt	tt	True	True
corpus	closure_df	use_after_free_alloc.cqpl	unk	unk	True	True
corpus	closure_df	use_after_free_alloc_state.cqpl	unk	unk	True	True
corpus	c_malloc_c_double_free_df	allocator_mismatch_ub.cqpl	ff	ff	True	True
corpus	c_malloc_c_double_free_df	allocator_mismatch_ub_v2.cqpl	ff	ff	True	True
corpus	c_malloc_c_double_free_df	double_free_alloc.cqpl	unk	unk	True	True
corpus	c_malloc_c_double_free_df	double_free_alloc_state.cqpl	unk	unk	True	True
corpus	c_malloc_c_double_free_df	leak_alloc.cqpl	unk	unk	True	True
corpus	c_malloc_c_double_free_df	leak_alloc_state.cqpl	unk	unk	True	True
corpus	c_malloc_c_double_free_df	mir_rvalue_presence.cqpl	ff	ff	True	True
corpus	c_malloc_c_double_free_df	mir_statement_presence.cqpl	ff	ff	True	True
corpus	c_malloc_c_double_free_df	mir_structural_allocator_example.cqpl	ff	ff	True	True
